îNåéì˙,éûçè,ïiéø,â∑ìx1,â∑ìx2,â∑ìx3,îSìx,êÖà≥,ë˜ìx,â¡ë¨ìx,è∆éÀéûä‘,ìSï™,ÉiÉgÉäÉEÉÄ,écóØâñëfîZìx,é_ëfñOòaìx
2016/9/11,1:00,B,77.216,80.006,75.002,88,112,75,14.76,75.4,0,0,0,55.077
2016/9/11,2:00,B,76.964,80.006,75.002,94,113,75,14.76,75.4,0,0,0,58.251
2016/9/11,3:00,B,76.676,80.996,73.004,88,113,75,11.16,75.4,0,0,0,35.592
2016/9/11,4:00,C,76.154,80.996,73.004,88,113,90,16.56,75.4,0.5,0,0,4.952
2016/9/11,5:00,C,75.326,80.996,73.004,94,114,90,14.76,75.4,0.5,0,0,62.207
2016/9/11,6:00,C,73.292,75.002,71.006,100,114,90,18.36,75.4,1,0,0,33.67
2016/9/11,7:00,C,73.202,75.992,71.006,83,115,75,16.56,75.4,0.5,0.07,0,64.559
2016/9/11,8:00,C,74.048,78.998,71.996,88,115,75,9.36,75.4,1,0.35,0,36.766
2016/9/11,9:00,C,74.3,78.998,69.998,94,115,75,9.36,75.2,0,0.49,0,68.955
2016/9/11,10:00,C,75.992,82.994,71.006,88,116,75,16.56,75.2,1.5,0.66,0,39.2
2016/9/11,11:00,C,75.848,82.994,71.006,94,116,75,22.32,75.2,0,0.49,0,37.19
2016/9/11,12:00,C,76.568,84.992,71.006,94,115,75,20.52,75.2,0,0.79,0,34.602
2016/9/11,13:00,C,76.388,84.002,69.998,100,115,75,16.56,75.2,0,1.05,0,39.503
2016/9/11,14:00,C,76.244,84.992,69.008,94,115,75,18.36,75.2,0,1.47,0.2,64.882
2016/9/11,15:00,C,75.938,86,69.998,88,115,75,18.36,75.2,0,0.75,0,41.358
2016/9/11,16:00,C,75.524,82.994,71.006,88,115,75,18.36,75.2,0,0.4,0,39.573
2016/9/11,17:00,C,74.48,80.996,69.998,88,115,75,18.36,75.2,0,0.3,0,36.698
2016/9/11,18:00,C,74.03,80.006,69.998,88,115,75,12.96,75.2,0,0.04,0,48.721
2016/9/11,19:00,C,73.706,80.006,69.998,94,115,75,22.32,75.2,0,0,0,52.388
2016/9/11,20:00,B,73.976,78.998,69.998,88,116,75,14.76,75.2,0,0,0,51.564
2016/9/11,21:00,B,73.886,78.998,69.998,88,116,75,16.56,75.2,0,0,0,47.8
2016/9/11,22:00,B,73.508,78.998,69.998,83,117,75,16.56,75.2,0,0,0,28.93
2016/9/11,23:00,B,73.328,78.998,69.998,83,117,75,16.56,75.2,0,0,0,61.631
2016/9/12,0:00,B,73.4,78.998,69.998,88,117,75,12.96,75.2,0,0,0,45.84
2016/9/12,1:00,B,73.094,78.008,71.006,88,117,75,12.96,75.2,0,0,0,50.859
2016/9/12,2:00,B,73.04,78.008,71.006,88,117,75,12.96,75.2,0,0,0,62.24
2016/9/12,3:00,B,73.184,78.008,71.006,88,116,75,16.56,75.2,0,0,0,32.69
2016/9/12,4:00,B,73.238,78.008,71.006,88,117,75,14.76,75.2,0,0,0,39.671
2016/9/12,5:00,B,73.706,78.008,71.996,88,117,75,16.56,75.2,0,0,0,67.11
2016/9/12,6:00,B,73.742,78.008,71.006,83,117,75,18.36,75.2,0,0.03,0,35.813
2016/9/12,7:00,B,75.092,80.006,73.004,83,117,75,16.56,75.2,0,0.44,0.1,39.965
2016/9/12,8:00,B,76.046,78.998,73.004,83,118,75,12.96,75.2,0,0.55,0,45.165
2016/9/12,9:00,B,78.026,82.994,73.994,83,118,75,16.56,75,0,0.9,0.1,17.054
2016/9/12,10:00,B,79.034,82.994,75.992,74,118,75,14.76,75,0,1.23,0.1,51.653
2016/9/12,11:00,B,80.312,87.008,75.992,78,118,75,14.76,75,0,0.92,0,50.435
2016/9/12,12:00,B,82.04,89.006,78.008,83,117,75,18.36,75,0,1.03,0,37.712
2016/9/12,13:00,B,82.364,87.008,78.008,78,117,75,18.36,75,0,1.17,0,27.842
2016/9/12,14:00,B,82.742,87.008,78.008,78,117,75,18.36,75,0,0.64,0,52.955
2016/9/12,15:00,B,82.346,86,78.008,83,116,75,16.56,75,0,1.07,0,46.682
2016/9/12,16:00,B,81.374,84.002,78.008,83,116,75,20.52,75,0,0.53,0,41.97
2016/9/12,17:00,C,80.294,82.994,77,83,116,75,20.52,75,0,0.23,0,50.881
2016/9/12,18:00,C,78.746,82.004,75.992,88,117,75,29.52,75,0,0.03,0,59.82
2016/9/12,19:00,C,77.198,78.998,75.002,83,117,75,31.32,75,0,0,0,41.713
2016/9/12,20:00,B,76.46,80.996,73.994,83,118,75,29.52,75,0,0,0,51.186
2016/9/12,21:00,C,75.812,80.006,73.004,94,118,75,25.92,75,0,0,0,29.17
2016/9/12,22:00,C,75.128,80.006,71.996,94,118,75,24.12,75,0,0,0,50.977
2016/9/12,23:00,C,74.642,78.998,71.006,88,118,75,18.36,75,0,0,0,26.146
2016/9/13,0:00,C,74.588,78.998,71.006,88,118,75,18.36,75,0,0,0,27.328
2016/9/13,1:00,C,74.516,78.008,71.006,94,117,75,14.76,75,0,0,0,58.548
2016/9/13,2:00,C,74.498,78.008,71.006,94,116,75,12.96,75,0,0,0,31.956
2016/9/13,3:00,B,74.228,78.008,71.006,94,116,75,14.76,75,0,0,0,25.275
2016/9/13,4:00,C,73.868,77,69.008,100,116,75,12.96,75,0,0,0,68.371
2016/9/13,5:00,C,73.166,77,69.008,94,116,75,11.16,75,0.5,0,0,66.747
2016/9/13,6:00,C,72.806,75.992,69.008,100,115,75,14.76,75,1.5,0.01,0,39.552
2016/9/13,7:00,C,72.32,75.992,68,100,115,75,16.56,75,0.5,0.04,0,41.526
2016/9/13,8:00,C,72.122,77,68,100,115,75,22.32,75,2,0.07,0,36.037
2016/9/13,9:00,C,71.672,75.992,69.008,94,115,75,18.36,74.8,7,0.05,0,22.029
2016/9/13,10:00,C,72.32,77,69.008,100,114,75,20.52,74.8,10.5,0.1,0,31.053
2016/9/13,11:00,C,72.986,78.008,69.998,100,114,75,29.52,74.8,8.5,0.27,0,48.096
2016/9/13,12:00,C,74.21,80.006,71.6,94,114,75,22.32,74.8,0.5,0.37,0,36.285
2016/9/13,13:00,C,74.822,80.006,73.004,94,114,75,16.56,74.8,1.5,0.29,0,26.175
2016/9/13,14:00,C,75.362,78.998,73.004,100,114,75,14.76,74.8,0,0.26,0,23.227
2016/9/13,15:00,C,75.632,78.998,73.004,94,114,75,11.16,74.8,0,0.48,0,55.903
2016/9/13,16:00,C,75.506,80.006,73.994,94,115,75,7.56,74.8,0,0.29,0,72.4
2016/9/13,17:00,B,75.416,80.006,73.994,94,114,75,11.16,74.8,0,0.15,0,37.622
2016/9/13,18:00,C,74.984,80.006,73.004,94,115,75,11.16,74.8,0,0.02,0,47.496
2016/9/13,19:00,C,74.858,80.006,73.004,88,115,75,14.76,74.8,0.5,0,0,58.068
2016/9/13,20:00,C,74.426,80.006,71.996,94,116,75,20.52,74.8,1,0,0,45.733
2016/9/13,21:00,C,73.418,78.998,71.006,100,116,75,22.32,74.8,0.5,0,0,50.686
2016/9/13,22:00,C,73.166,78.008,71.006,94,117,75,18.36,74.8,0,0,0,52.778
2016/9/13,23:00,C,72.698,77,69.008,94,116,75,24.12,74.8,0,0,0,33.484
2016/9/14,0:00,C,72.266,75.992,68,94,116,75,24.12,74.8,0,0,0,43.255
2016/9/14,1:00,C,71.978,75.992,68,88,116,75,20.52,74.8,0,0,0,59.574
2016/9/14,2:00,C,71.438,75.002,68,88,116,75,14.76,74.8,0,0,0,59.658
2016/9/14,3:00,C,70.808,75.002,68,88,116,75,11.16,74.8,0,0,0,53.116
2016/9/14,4:00,C,70.394,75.002,66.992,94,116,75,12.96,74.8,0,0,0,29.584
2016/9/14,5:00,C,70.304,75.002,66.992,94,116,75,12.96,74.8,0,0,0,53.013
2016/9/14,6:00,C,70.358,75.002,66.992,88,116,75,9.36,74.8,0,0,0,55.999
2016/9/14,7:00,C,70.322,75.992,64.004,88,116,75,9.36,74.8,0,0.12,0,35.46
2016/9/14,8:00,C,70.916,75.992,64.994,88,116,75,14.76,74.8,0,0.43,0,41.092
2016/9/14,9:00,C,71.474,75.992,66.992,94,119,90,5.4,74.6,0,0.35,0,46.532
2016/9/14,10:00,C,72.554,77,69.008,94,117,75,7.56,74.6,0,0.5,0,42.869
2016/9/14,11:00,C,73.796,78.008,69.8,88,116,75,11.16,74.6,0,0.94,0,55.057
2016/9/14,12:00,B,75.308,80.006,73.004,83,116,75,7.56,74.6,0,0.62,0,65.803
2016/9/14,13:00,C,77.216,82.994,73.004,83,115,75,5.4,74.6,0,0.88,0,60.169
2016/9/14,14:00,B,77.936,82.994,75.002,78,115,75,7.56,74.6,0,0.68,0,28.098
2016/9/14,15:00,C,78.584,82.994,75.002,78,114,75,3.6,74.6,0,0.44,0,30.529
2016/9/14,16:00,B,79.43,84.992,77,78,114,75,1.8,74.6,0,0.98,0.3,65.046
2016/9/14,17:00,B,78.512,82.994,75.992,78,114,75,7.56,74.6,0,0.28,0,41.791
2016/9/14,18:00,B,78.044,82.994,75.992,83,114,75,5.4,74.6,0,0.04,0,43.022
2016/9/14,19:00,B,76.748,82.004,73.994,88,114,75,5.4,74.6,0,0,0,67.353
2016/9/14,20:00,B,76.28,80.996,73.994,88,114,75,9.36,74.6,0,0,0,18.08
2016/9/14,21:00,C,76.118,80.996,73.994,83,115,75,7.56,74.6,0,0,0,67.682
2016/9/14,22:00,B,75.524,80.996,73.004,83,115,75,11.16,74.6,0,0,0,34.161
2016/9/14,23:00,C,75.29,80.006,73.004,94,115,75,7.56,74.6,0,0,0,53.388
2016/9/15,0:00,C,75.236,80.006,73.004,94,115,75,5.4,74.6,0,0,0,59.465
2016/9/15,1:00,C,75.074,80.006,73.004,88,114,75,1.8,74.6,0,0,0,45.709
2016/9/15,2:00,C,74.786,80.006,73.004,94,114,75,5.4,74.6,0,0,0,63.419
2016/9/15,3:00,C,74.678,78.998,73.004,94,114,75,12.96,74.6,0,0,0,29.209
2016/9/15,4:00,C,74.282,78.008,71.996,94,113,75,14.76,74.6,0,0,0,33.405
2016/9/15,5:00,C,74.048,78.008,71.006,100,113,75,14.76,74.6,0.5,0,0,41.922
2016/9/15,6:00,C,73.652,77,71.006,100,114,75,9.36,74.6,12,0,0,50.693
2016/9/15,7:00,C,73.364,75.992,71.006,100,114,75,14.76,74.6,11,0.05,0,61.639
2016/9/15,8:00,C,73.886,78.008,71.6,100,114,75,14.76,74.6,0.5,0.39,0,31.084
2016/9/15,9:00,C,74.066,77,69.998,100,114,75,11.16,74.3,0,0.38,0,33.295
2016/9/15,10:00,C,75.812,80.006,73.4,94,115,75,9.36,74.3,0,0.91,0,52.569
2016/9/15,11:00,B,77.594,82.994,73.994,94,115,75,9.36,74.3,0,1,0.1,38.679
2016/9/15,12:00,B,78.944,82.994,73.994,88,115,75,11.16,74.3,0,0.79,0,71.822
2016/9/15,13:00,B,79.826,86,73.994,83,114,75,5.4,74.3,0,0.75,0,32.379
2016/9/15,14:00,B,79.934,84.002,75.992,83,114,75,9.36,74.3,0,0.64,0,50.591
2016/9/15,15:00,B,80.06,84.002,75.992,78,114,75,9.36,74.3,0,0.59,0,51.427
2016/9/15,16:00,C,79.718,82.994,75.992,83,114,75,12.96,74.3,0,0.48,0,75.182
2016/9/15,17:00,C,79.016,82.994,77,74,114,75,18.36,74.3,0,0.25,0,61.266
2016/9/15,18:00,B,78.224,82.994,75.992,78,114,75,16.56,74.3,0,0.05,0,35.759
2016/9/15,19:00,B,76.766,80.996,73.994,88,115,75,14.76,74.3,0,0,0,43.162
2016/9/15,20:00,C,76.406,80.996,73.004,88,116,75,18.36,74.3,0,0,0,65.367
2016/9/15,21:00,B,75.812,80.006,73.004,88,116,75,16.56,74.3,0,0,0,44.311
2016/9/15,22:00,B,75.272,78.998,73.004,94,116,75,18.36,74.3,0,0,0,46.605
2016/9/15,23:00,B,74.768,78.998,71.996,88,116,75,14.76,74.3,0,0,0,53.535
2016/9/16,0:00,B,74.732,78.998,73.004,88,116,75,11.16,74.3,0,0,0,69.654
2016/9/16,1:00,B,74.318,78.998,73.004,88,116,40,11.16,74.3,0,0,0,25.376
2016/9/16,2:00,B,73.724,78.008,71.006,88,115,75,11.16,74.3,0,0,0,62.852
2016/9/16,3:00,B,73.238,77,71.006,94,115,40,14.76,74.3,0,0,0,51.937
2016/9/16,4:00,B,73.004,77,71.006,94,116,75,11.16,74.3,0,0,0,40.059
2016/9/16,5:00,C,72.752,75.992,71.006,94,116,75,12.96,74.3,0,0,0,60.944
2016/9/16,6:00,C,73.04,75.992,71.006,94,116,75,12.96,74.3,0,0.01,0,74.028
2016/9/16,7:00,B,73.04,77,71.006,94,116,75,16.56,74.3,0,0.08,0,63.945
2016/9/16,8:00,C,73.4,77,71.006,94,116,75,14.76,74.3,0,0.15,0,65.475
2016/9/16,9:00,C,73.67,77,71.006,94,117,75,14.76,74.1,0,0.24,0,44.954
2016/9/16,10:00,C,74.21,78.008,71.006,94,117,75,12.96,74.1,0,0.59,0,56.881
2016/9/16,11:00,C,74.984,78.998,71.6,88,116,75,11.16,74.1,0,0.39,0,60.381
2016/9/16,12:00,C,76.1,80.006,73.4,88,116,75,11.16,74.1,0,0.62,0,54.532
2016/9/16,13:00,C,76.046,80.006,73.004,88,115,75,12.96,74.1,1,0.21,0,44.774
2016/9/16,14:00,C,75.776,78.998,73.4,88,115,75,7.56,74.1,2.5,0.24,0,30.797
2016/9/16,15:00,C,75.848,78.998,73.004,88,115,75,12.96,74.1,0,0.31,0,68.47
2016/9/16,16:00,C,75.902,78.998,73.004,94,115,75,11.16,74.1,0,0.29,0,59.426
2016/9/16,17:00,C,75.902,80.006,73.4,88,115,75,7.56,74.1,0,0.11,0,65.511
2016/9/16,18:00,B,75.578,80.006,73.4,88,115,75,7.56,74.1,0,0.02,0,48.289
2016/9/16,19:00,C,75.092,78.998,73.004,88,115,75,7.56,74.1,0,0,0,32.086
2016/9/16,20:00,B,74.444,78.998,71.996,94,116,75,5.4,74.1,0,0,0,55.537
2016/9/16,21:00,C,74.318,78.998,71.6,88,116,75,9.36,74.1,0,0,0,46.321
2016/9/16,22:00,C,74.156,78.008,71.6,88,116,75,9.36,74.1,0,0,0,38.092
2016/9/16,23:00,B,73.868,78.008,71.006,88,116,75,5.4,74.1,0,0,0,32.835
2016/9/17,0:00,B,73.886,78.008,71.006,88,115,75,3.6,74.1,0,0,0,51.678
2016/9/17,1:00,B,73.724,78.008,71.006,94,115,75,3.6,74.1,0,0,0,63.69
2016/9/17,2:00,B,73.31,78.008,69.8,94,115,75,3.6,74.1,0,0,0,40.252
2016/9/17,3:00,B,72.968,77,69.8,100,114,75,3.6,74.1,0,0,0,30.633
2016/9/17,4:00,B,72.734,77,69.998,100,114,75,5.4,74.1,0,0,0,91.507
2016/9/17,5:00,B,72.518,77,69.008,100,114,75,1.8,74.1,0,0,0,59.167
2016/9/17,6:00,B,72.59,77,69.008,100,114,75,5.4,74.1,0,0.04,0,67.935
2016/9/17,7:00,B,73.472,77,69.8,100,114,75,5.4,74.1,0,0.43,0.4,33.272
2016/9/17,8:00,B,76.946,84.002,71.6,94,115,75,5.4,74.1,0,0.77,0.1,54.84
2016/9/17,9:00,B,79.196,86,75.2,94,115,75,5.4,73.9,0,1.85,0.9,37.047
2016/9/17,10:00,B,81.284,87.008,75.992,88,115,75,11.16,73.9,0,2.22,0.8,49.983
2016/9/17,11:00,B,82.85,89.996,75.992,83,114,75,12.96,73.9,0,1.98,0.5,45.613
2016/9/17,12:00,B,83.876,89.006,75.992,78,113,75,14.76,73.9,0,2.44,0.7,22.661
2016/9/17,13:00,B,84.362,91.004,75.992,78,113,90,16.56,73.9,0,1.9,0.4,35.48
2016/9/17,14:00,B,84.884,93.002,75.992,74,112,75,18.36,73.9,0,2.02,0.7,59.966
2016/9/17,15:00,B,84.56,93.992,75.992,69,112,75,22.32,73.9,0,1.41,0.6,55.661
2016/9/17,16:00,B,83.39,89.006,75.992,74,112,75,22.32,73.9,0,0.75,0.1,64.544
2016/9/17,17:00,C,81.842,87.008,75.992,74,112,75,20.52,73.9,0,0.4,0.1,58.957
2016/9/17,18:00,B,80.078,84.992,75.992,78,112,75,20.52,73.9,0,0.04,0,59.698
2016/9/17,19:00,B,79.34,84.992,75.992,74,112,75,18.36,73.9,0,0,0,54.988
2016/9/17,20:00,B,78.836,82.994,75.992,83,113,75,18.36,73.9,0,0,0,52.64
2016/9/17,21:00,B,78.494,82.994,75.2,88,113,75,18.36,73.9,0,0,0,55.901
2016/9/17,22:00,B,78.35,82.994,75.2,88,112,75,11.16,73.9,0,0,0,28.452
2016/9/17,23:00,B,78.35,82.994,75.2,88,112,75,18.36,73.9,0,0,0,62.136
2016/9/18,0:00,B,78.35,82.994,75.2,88,111,75,20.52,73.9,0,0,0,49.458
2016/9/18,1:00,C,78.206,82.994,75.2,88,111,75,16.56,73.9,0,0,0,36.005
2016/9/18,2:00,B,77.306,80.996,73.994,88,111,75,14.76,73.9,0,0,0,22.165
2016/9/18,3:00,B,76.91,82.004,73.4,88,110,75,12.96,73.9,0,0,0,55.361
2016/9/18,4:00,C,76.604,82.004,73.4,83,110,75,9.36,73.9,0,0,0,59.661
2016/9/18,5:00,C,75.722,80.006,71.996,88,110,75,9.36,73.9,0,0,0,69.557
2016/9/18,6:00,B,75.434,78.008,71.006,88,110,75,7.56,73.9,0,0.01,0,34.988
2016/9/18,7:00,C,75.2,78.998,69.8,88,110,75,9.36,73.9,0,0.14,0,59.056
2016/9/18,8:00,C,75.02,78.998,69.8,88,110,75,7.56,73.9,0,0.26,0,39.076
2016/9/18,9:00,C,75.794,78.998,69.998,88,110,75,5.4,73.7,0,0.46,0,63.489
2016/9/18,10:00,C,77.036,82.994,71.6,83,109,75,9.36,73.7,0,0.66,0,59.052
2016/9/18,11:00,C,76.982,82.994,71.6,88,109,75,31.32,73.7,0.5,0.45,0,51.628
2016/9/18,12:00,C,78.242,82.994,73.4,83,107,75,29.52,73.7,0,0.66,0,59.16
2016/9/18,13:00,C,78.944,82.994,73.4,83,107,75,27.72,73.7,0,0.91,0,40.269
2016/9/18,14:00,C,79.088,82.994,73.004,83,106,75,35.28,73.7,0,0.54,0,61.858
2016/9/18,15:00,C,78.764,82.994,73.004,78,106,75,27.72,73.7,0,0.33,0,53.021
2016/9/18,16:00,C,78.926,82.994,73.4,78,105,75,25.92,73.7,0,0.4,0,58.008
2016/9/18,17:00,C,78.296,82.994,73.4,78,105,75,25.92,73.7,0,0.2,0,44.901
2016/9/18,18:00,C,77.792,82.994,71.6,88,105,75,27.72,73.7,0,0.03,0,73.189
2016/9/18,19:00,C,77.306,82.994,71.6,83,105,75,24.12,73.7,0,0,0,54.299
2016/9/18,20:00,C,76.496,82.994,71.6,83,106,75,18.36,73.7,0.5,0,0,48.794
2016/9/18,21:00,C,75.542,78.998,71.6,94,106,75,12.96,73.7,0,0,0,40.814
2016/9/18,22:00,C,74.588,78.008,71.6,94,107,75,12.96,73.7,0.5,0,0,61.591
2016/9/18,23:00,C,74.21,78.008,71.6,100,107,75,9.36,73.7,0,0,0,57.176
2016/9/19,0:00,C,74.156,78.008,71.6,100,107,75,7.56,73.7,0.5,0,0,68.904
2016/9/19,1:00,C,73.994,78.008,71.6,100,107,75,7.56,73.7,0,0,0,61.662
2016/9/19,2:00,C,73.544,78.008,71.006,100,106,75,11.16,73.7,0,0,0,73.352
2016/9/19,3:00,B,73.148,77,71.006,94,106,75,18.36,73.7,0,0,0,58.321
2016/9/19,4:00,C,72.896,75.992,69.998,100,107,75,18.36,73.7,0,0,0,32.184
2016/9/19,5:00,B,72.608,75.992,69.8,94,107,75,18.36,73.7,0,0,0,43.026
2016/9/19,6:00,B,72.716,75.992,69.8,94,107,75,18.36,73.7,0,0.01,0,55.788
2016/9/19,7:00,C,72.95,75.992,69.8,94,108,75,18.36,73.7,0,0.14,0,26.007
2016/9/19,8:00,C,73.256,77,69.8,94,108,75,16.56,73.7,0,0.22,0,48.227
2016/9/19,9:00,C,73.67,77,69.8,94,108,75,20.52,73.4,0,0.22,0,32.092
2016/9/19,10:00,C,73.958,78.008,69.8,88,109,75,22.32,73.4,0,0.17,0,35.224
2016/9/19,11:00,C,73.76,77,71.006,94,109,75,24.12,73.4,0,0.21,0,33.137
2016/9/19,12:00,C,73.202,77,69.8,94,108,75,20.52,73.4,0,0.33,0,40.965
2016/9/19,13:00,C,72.932,77,69.8,94,108,75,24.12,73.4,0,0.36,0,71.071
2016/9/19,14:00,C,72.5,77,69.8,94,108,75,24.12,73.4,0.5,0.27,0,48.552
2016/9/19,15:00,C,71.636,75.992,68,94,108,75,20.52,73.4,0.5,0.13,0,78.531
2016/9/19,16:00,C,70.79,75.992,68,94,108,75,16.56,73.4,1.5,0.08,0,51.053
2016/9/19,17:00,C,70.358,75.992,68,100,109,75,22.32,73.4,2.5,0.04,0,40.306
2016/9/19,18:00,C,70.358,75.992,68,96,109,100,19.224,73.4,3,0,0,60.212
2016/9/19,19:00,C,70.232,75.992,66.992,98,109,100,19.224,73.4,2.5,0,0,69.932
2016/9/19,20:00,C,69.44,75.992,62.006,77,104,100,9.252,73.4,1.5,0,0,32.843
2016/9/19,21:00,C,69.224,75.992,62.006,77,105,100,12.96,73.4,1,0,0,37.954
2016/9/19,22:00,C,68.99,75.992,62.006,97,110,100,20.448,73.4,1.5,0,0,56.574
2016/9/19,23:00,C,68.576,75.992,62.006,77,106,92,9.252,73.4,2.5,0,0,69.854
2016/9/20,0:00,C,68.558,75.992,62.006,97,110,92,21.528,73.4,4.5,0,0,36.345
2016/9/20,1:00,C,68.216,75.992,62.006,77,106,92,12.96,73.4,0.5,0,0,45.592
2016/9/20,2:00,C,67.874,75.992,62.006,97,110,100,24.048,73.4,1,0,0,39.341
2016/9/20,3:00,C,67.73,75.992,62.006,77,105,100,14.796,73.4,3,0,0,32.296
2016/9/20,4:00,C,67.622,75.992,62.006,77,105,100,14.796,73.4,2.5,0,0,42.168
2016/9/20,5:00,C,67.622,75.992,62.006,78,105,100,12.96,73.4,3.5,0,0,82.411
2016/9/20,6:00,C,67.352,75.992,59,78,106,100,12.96,73.4,6,0,0,64.338
2016/9/20,7:00,C,67.514,75.992,59,78,106,100,11.088,73.4,3.5,0.02,0,61.294
2016/9/20,8:00,C,67.388,73.004,60.008,97,111,92,1.836,73.4,1.5,0.09,0,37.995
2016/9/20,9:00,C,67.928,75.992,60.008,97,111,92,25.956,73.2,0,0.13,0,32.396
2016/9/20,10:00,C,68.882,75.992,66.002,98,111,92,25.956,73.2,1,0.22,0,61.619
2016/9/20,11:00,C,69.116,75.992,66.002,77,106,92,11.088,73.2,0.5,0.31,0,53.454
2016/9/20,12:00,C,68.738,75.992,60.998,77,107,92,16.668,73.2,1.5,0.4,0,37.803
2016/9/20,13:00,C,69.188,75.992,66.002,77,106,92,12.96,73.2,1.5,0.36,0,77.712
2016/9/20,14:00,C,69.404,75.992,66.002,98,109,100,24.84,73.2,1.5,0.3,0,38.484
2016/9/20,15:00,C,69.062,75.992,66.002,97,109,100,5.544,73.2,4.5,0.15,0,55.753
2016/9/20,16:00,C,68.828,75.992,64.994,77,105,100,18.504,73.2,6.5,0.13,0,64.81
2016/9/20,17:00,C,68.666,75.992,64.004,97,108,92,1.836,73.2,10.5,0.04,0,42.724
2016/9/20,18:00,C,68.486,75.992,64.004,98,107,92,26.136,73.2,5.5,0.01,0,40.666
2016/9/20,19:00,C,67.388,75.992,57.992,98,108,92,26.136,73.2,18,0,0,37.169
2016/9/20,20:00,C,66.83,75.992,57.992,98,110,92,24.336,73.2,7.5,0,0,52.428
2016/9/20,21:00,C,66.218,75.992,57.992,98,109,92,24.336,73.2,6,0,0,19.182
2016/9/20,22:00,C,65.66,75.992,57.002,98,110,92,24.336,73.2,3.5,0,0,44.227
2016/9/20,23:00,C,,,,,,,,73.2,1.5,0,0,79.38
2016/9/21,0:00,C,64.544,69.008,57.002,91,111,92,32.796,73.2,0.5,0,0,38.803
2016/9/21,1:00,C,64.544,69.998,55.994,77,107,92,11.088,73.2,0,0,0,62.289
2016/9/21,2:00,C,64.724,69.008,57.002,92,111,100,36.756,73.2,0,0,0,61.183
2016/9/21,3:00,C,64.778,69.008,57.002,72,108,100,11.088,73.2,0,0,0,35.825
2016/9/21,4:00,C,65.516,75.992,57.002,97,113,100,36.756,73.2,0,0,0,39.246
2016/9/21,5:00,C,65.732,75.992,57.002,94,115,92,30.276,73.2,0,0,0,38.231
2016/9/21,6:00,C,65.156,69.008,57.002,97,116,92,30.276,73.2,0,0.02,0,33.705
2016/9/21,7:00,C,65.696,69.008,62.006,97,116,92,30.276,73.2,0,0.14,0,71.666
2016/9/21,8:00,C,67.208,75.992,64.004,96,118,92,26.676,73.2,0,0.42,0,56.068
2016/9/21,9:00,C,67.946,71.006,64.994,94,118,92,26.676,73,0,0.61,0,52.29
2016/9/21,10:00,C,69.404,73.994,66.002,45,114,92,9.252,73,0,0.78,0,45.523
2016/9/21,11:00,C,70.952,75.992,68,89,119,80,23.256,73,0,1.32,0,40.231
2016/9/21,12:00,C,72.644,78.008,69.008,87,119,80,23.256,73,0,1.85,0.1,47.768
2016/9/21,13:00,C,74.264,80.996,69.008,85,118,80,23.256,73,0,1.15,0,61.015
2016/9/21,14:00,B,73.94,78.008,69.008,38,114,92,12.96,73,0,0.55,0,69.961
2016/9/21,15:00,C,73.67,77,69.008,87,119,92,19.296,73,0,0.37,0,75.839
2016/9/21,16:00,B,73.112,75.992,69.008,88,119,92,19.296,73,0,0.22,0,42.396
2016/9/21,17:00,B,72.536,75.992,69.008,43,113,100,12.96,73,0,0.17,0,71.087
2016/9/21,18:00,B,71.744,75.002,69.008,67,118,100,18.036,73,0,0.02,0,57.073
2016/9/21,19:00,B,70.934,73.994,69.008,71,118,100,18.036,73,0,0,0,56.131
2016/9/21,20:00,C,70.214,73.994,68,76,119,92,18.972,73,0,0,0,39.101
2016/9/21,21:00,C,69.692,73.994,66.992,84,119,92,18.972,73,0,0,0,68.146
2016/9/21,22:00,C,69.584,75.992,66.992,50,114,92,11.088,73,0,0,0,74.625
2016/9/21,23:00,C,69.224,75.992,66.002,96,121,92,18.756,73,0,0,0,64.189
2016/9/22,0:00,C,68.666,73.004,66.002,88,120,92,18.756,73,0,0,0,37.218
2016/9/22,1:00,C,68.486,75.992,66.002,53,116,92,12.96,73,0,0,0,56.525
2016/9/22,2:00,C,67.64,68,66.992,57,116,92,9.252,73,0,0,0,35.633
2016/9/22,3:00,C,66.11,66.1028,66.1028,100,129.3,92,20.556,73,0,0,0,21.018
2016/9/22,4:00,C,66.11,66.1028,66.1028,100,129.3,92,20.556,73,1,0,0,31.67
2016/9/22,5:00,C,66.038,66.0416,66.0416,100,129.13,92,22.356,73,1.5,0,0,45.058
2016/9/22,6:00,C,,,,,,,,73,2,0.01,0,59.809
2016/9/22,7:00,C,71.114,71.105,71.105,100,115.88,92,9.936,73,2,0.05,0,63.715
2016/9/22,8:00,C,66.704,75.992,59,77,115,92,11.088,73,6.5,0.1,0,59.272
2016/9/22,9:00,C,67.154,75.992,59,98,120,92,19.368,72.8,12.5,0.1,0,46.697
2016/9/22,10:00,C,66.992,73.004,59,77,115,92,16.668,72.8,14,0.23,0,65.972
2016/9/22,11:00,C,,,,,,,,72.8,3,0.37,0,43.275
2016/9/22,12:00,C,68.432,75.992,60.998,77,114,92,22.212,72.8,4.5,0.28,0,39.018
2016/9/22,13:00,C,68.666,75.992,62.006,98,117,92,15.732,72.8,6,0.3,0,34.073
2016/9/22,14:00,C,69.998,75.992,66.992,98,116,68,13.356,72.8,3,0.41,0,47.128
